título	id	precio	estado	disponibilidad	canal	etiqueta de feed	idioma	categoría en google product	checkout link template	color	coste de bienes vendidos	descripción	diseño	edad	enlace	enlace imagen	enlace imagen adicional	envío(país envío)	existe identificador	gtin	identificador de grupo	marca	merchant item id	modification info(modification source:modifier)	mpn	peso de embarque	product detail(attribute name:attribute value:section name)	rating average	rating count	sell on google quantity	sexo	sku	tipo producto	todos los clics
AL-KO AK351 - ø60 mm Attelage à boule pour remorques	9877619092900540821	111.64 EUR	nuevo	en stock	online	ES	fr		https://evacaravan.com/fr/cart/add?id=48995649323350&quantity=1			"Attelage AL-KO AK 351, robuste et sûr. Idéal pour remorques jusqu'à 3500 kg avec tube rond 60 mm. Haute qualité AL-KO."			https://evacaravan.com/fr/collections/productos-alko/products/acoplamiento-al-ko-ak-351	https://evacaravan.com/cdn/shop/files/AL-KO_AK_351_60_mm.jpg?v=1764062744	https://evacaravan.com/cdn/shop/files/AL-KO_AK_351_60_mm_1200x1200.jpg?v=1764062744	ES		04003718036671	9223544930646	AL-KO												0
Pomo Cerradura Thule con Llave (2 uds) para Portabicicletas	shopify_ES_9224645804374_49001113846102	42.30 EUR		en stock	online	ES	es	7122			24.22 EUR	"Pomo cerradura Thule TH526 con llave (2 unidades). Fijación segura para portabicicletas, resistente y fácil de usar. Mejora la seguridad de tu bicicleta."			https://evacaravan.com/products/thule-kit-2-pomos?variant=49001113846102&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	https://cdn.shopify.com/s/files/1/0611/9063/5682/files/thule-kit-2-pomos-cerradura-portabicicletas-negro.jpg?v=1774611241	https://cdn.shopify.com/s/files/1/0611/9063/5682/files/logo-thule.jpg?v=1764321695		sí	7313020502021		Thule	gid://shopify/ProductVariant/49001113846102	third party shopify:third party syncing		0.5 kg						15937332		0
Fixed Battery Charger 16A CBE 516 (60-200Ah) - 16 Ah	7515044413602_933786	138.90 EUR	nuevo	en stock	online	ES	en		https://evacaravan.com/en/cart/add?id=42199862345890&quantity=1			"The CBE 516 16A fixed battery charger (60-200Ah) charges and maintains your AGM, gel, or lead-acid batteries. Compact, safe, and high-performance."			https://evacaravan.com/en/products/fixed-battery-charger-16a-cbe-516-60-200ah?variant=42199862345890	https://evacaravan.com/cdn/shop/files/cargador-bateria-cbe-516-16a-60-200ah-autocaravana.jpg?v=1764070032		ES		08033123266901	7515044413602	CBE												0
Antenne TV Terrestre Omnidirectionnelle Tonna	2123115196985846419	125.09 EUR	nuevo	en stock	online	ES	fr		https://evacaravan.com/fr/cart/add?id=42199997087906&quantity=1			"L'antenne TV terrestre omnidirectionnelle Tonna offre une excellente réception, une installation facile et une grande portée. Idéale pour caravanes et camping-cars."			https://evacaravan.com/fr/products/antenne-tv-terrestre-omnidirectionnelle-tonna	https://evacaravan.com/cdn/shop/files/Antena_TV_terrestre_omnidireccional_Tonna.webp?v=1764065823		ES		03431042635900	7515123744930	Tonna												0
Victron Energy 500VA 24-Volts 230V CA Onduleur Sinusoïdale Pure (Schuko)	14677395348140390990	159.00 EUR	nuevo	en stock	online	BE	fr		https://evacaravan.com/fr-be/cart/add?id=51748614603094&quantity=1			Alimentez vos appareils avec le Victron Energy 500VA 24V. Profitez d'une sortie sinusoïdale pure et haute efficacité. Découvrez-le maintenant !			https://evacaravan.com/fr-be/products/victron-energy-500va-24-voltios-230v-ca-inversor-de-onda-sinusoidal-pura-schuko	https://evacaravan.com/cdn/shop/files/victron-energy-inversor-500va-vista-superior.jpg?v=1764687705		BE		08719076056010	9933629456726	Victron Energy												0
Dometic Aireador GY20: Solución Silenciosa de Ventilación	shopify_ES_9224977744214_49001960898902	57.13 EUR		en stock	online	ES	es	8233			2026.00 EUR	Mejora la calidad del aire en tu caravana con el Dometic Aireador GY20. Su diseño eficiente elimina olores y humedad de forma natural.			https://evacaravan.com/products/dometic-aireador-gy20?variant=49001960898902&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	https://cdn.shopify.com/s/files/1/0611/9063/5682/files/dometic-ventilador-seta-gy20-vista-inferior-salida-aire.jpg?v=1765534729	https://cdn.shopify.com/s/files/1/0611/9063/5682/files/dometic-ventilador-seta-gy20-vista-lateral.jpg?v=1765534751,https://cdn.shopify.com/s/files/1/0611/9063/5682/files/logo-dometic-marca-oficial.jpg?v=1765454119					Dometic	gid://shopify/ProductVariant/49001960898902	third party shopify:third party syncing		0 kg				1		911658	Ventilación	1
Marchepied électrique Thule Marche simple 460 mm	931399	363.96 EUR	nuevo	en stock	online	FR	fr		https://evacaravan.com/fr-fr/cart/add?id=42207126126754&quantity=1			"Le marchepied électrique Thule 460 mm offre un accès sécurisé et confortable pour votre véhicule. Design solide, actionneur fiable et installation facile."			https://evacaravan.com/fr-fr/products/marchepied-electrique-thule-marche-460-mm	https://evacaravan.com/cdn/shop/files/escalon-electrico-thule-peldano-simple-460mm-autocaravana.jpg?v=1764167381		FR		05415182044448	7518032887970	Thule												0
Fiamma Patio Mat 440: Comodidad al Aire Libre	shopify_ES_9224656945494_49001171550550	99.20 EUR	nuevo		En tienda	ES	es								https://evacaravan.com/products/fiamma-patio-mat-440-alfombra?variant=49001171550550&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic					8004815365240														0
Thetford Doppelbackofen-Grill 36 l	duplex36	507.00 EUR	nuevo	agotado	online	ES	de		https://evacaravan.com/de/cart/add?id=51837038166358&quantity=1			"Kochen Sie unterwegs wie zu Hause – mit dem Thetford Duplex 36L Backofen-Grill, speziell für Wohnmobile und Campervans. Jetzt entdecken!"			https://evacaravan.com/de/products/thetford-doppelbackofen-grill-36-l	https://evacaravan.com/cdn/shop/files/thetford-duplex-36l-horno-grill-frontal.jpg?v=1764234988		ES		05060252080866	9958828015958	Thetford						5	1					0
AL-KO 161 Kupplung mit weichem Sockel und Distanzstücken	1730218	73.64 EUR	nuevo	en stock	online	DE	de		https://evacaravan.com/de/cart/add?id=48995614687574&quantity=1			"AL-KO 161 Kupplung mit Weichbasis und Distanzstücken (35 mm, 45 mm). Langlebig, sicher und einfach zu montieren. Silberfarben."			https://evacaravan.com/de/products/al-ko-161-kupplung-mit-weichem-sockel-und-distanzstuecken	https://evacaravan.com/cdn/shop/files/Acoplamiento_AL-KO_161_con_base_blanda.jpg?v=1763998908		DE		04003718049749	9223539818838	AL-KO												0
Meroni UFO+ PLUS security lock for commercial vehicles - Set of 3 Locks	8717298205014_8086h3332b	439.00 EUR	nuevo	en stock	online	ES	en		https://evacaravan.com/en/cart/add?id=47662540849494&quantity=1			"The Meroni UFO Plus lock offers maximum security for commercial vehicles. It features a robust, reliable, and easy-to-install stainless steel design with an anti-theft feature."			https://evacaravan.com/en/products/lock-meroni-ufo-plus?variant=47662540849494	https://evacaravan.com/cdn/shop/files/meroni-ufo-plus-vista-frontal.jpg?v=1764075069		ES		08003601632351	8717298205014	MERONI												0
Fiamma Vent 40 Glass Skylight	928283	89.92 EUR	nuevo	en stock	online	ES	en		https://evacaravan.com/en/cart/add?id=42207457149090&quantity=1			"Improve your caravan's ventilation with the Fiamma Vent 40 Cristal skylight. Durable design, natural light, and easy installation. Discover it now!"			https://evacaravan.com/en/products/rooflight-fiamma-vent-40-crystal	https://evacaravan.com/cdn/shop/files/claraboya-fiamma-vent-40-cristal-tapa-abierta.jpg?v=1764157066		ES		08004815423179	7518111170722	Fiamma												0
Marche électrique Thule Slide Out 400 mm	11892733784391103150	319.00 EUR	nuevo	en stock	online	BE	fr		https://evacaravan.com/fr-be/cart/add?id=42203603239074&quantity=1			"Marche électrique Thule Slide Out 400 mm : accès confortable et sûr pour camping-car. Conception compacte, motorisation fluide et installation facile."			https://evacaravan.com/fr-be/products/marchepied-electrique-thule-slide-out-400-mm	https://evacaravan.com/cdn/shop/files/escalon-electrico-thule-slide-out-400mm-autocaravana.jpg?v=1764167842		BE		05415182065153	7516393701538	Thule						5	1					0
Fiamma Safe Door Pack 3: Instalación Fácil y Duradera	shopify_ES_7516199354530_42203298332834	152.43 EUR	nuevo		En tienda	ES	es								https://evacaravan.com/products/fiamma-safe-door-pack-3-cierres-seguridad?variant=42203298332834&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic					8004815386382														0
Truma LevelCheck Indicateur de Niveau de Remplissage pour Bouteilles de Gaz	6115651052315541011	84.65 EUR	nuevo	en stock	online	BE	fr		https://evacaravan.com/fr-be/cart/add?id=48995171959126&quantity=1			"Le Truma LevelCheck mesure le niveau de gaz dans les bouteilles rapidement et fiablement. Indicateur portable, précis et facile d'utilisation pour camping-cars et campers."			https://evacaravan.com/fr-be/products/truma-levelcheck-indicador-nivel-botellas-gas-medidor	https://evacaravan.com/cdn/shop/files/truma-levelcheck-dispositivo-indicador-nivel-gas.jpg?v=1764685686		BE		04052816036410	9223390658902	Truma												0
Victron Energy Phoenix 24/800 – Inversor Onda Pura SCHUKO	shopify_ES_9934202536278_51750664765782	254.37 EUR		en stock	online	ES	es	5142				"Victron Energy Phoenix 24/800: inversor de onda sinusoidal pura 24V a 230V con toma SCHUKO. Alta eficiencia, salida estable y control VE.Direct para campers"			https://evacaravan.com/products/victron-energy-phoenix-24-800-inversor-onda-sinusoidal-schuko?variant=51750664765782&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	https://cdn.shopify.com/s/files/1/0611/9063/5682/files/victron-energy-inversor-phoenix-24-800-vedra-vista-superior.jpg?v=1764766218	https://cdn.shopify.com/s/files/1/0611/9063/5682/files/victron-energy-inversor-phoenix-24-800-vedra-schuko-parte-trasera.jpg?v=1764766236		sí	8719076056058		Victron Energy	gid://shopify/ProductVariant/51750664765782	third party shopify:third party syncing		0 kg				1		NT-857	Inversor	0
Sac Cassette Thetford C2/C3/C4 C400 C500 iNDUS	12378482553541314536	49.90 EUR	nuevo	en stock	online	BE	fr		https://evacaravan.com/fr-be/cart/add?id=52926211162454&quantity=1	negro		"Le sac de transport Cassette Thetford modèle grand est un accessoire très utile pour ceux qui utilisent des toilettes chimiques dans les camping-cars, les campers ou les caravanes. De plus, il offre un moyen simple et propre de transporter et de stocker le réservoir de déchets. D'une part, il est fabriqué en matériau r"	Solid		https://evacaravan.com/fr-be/products/bolsa-cassette-thetford-c2-c3-c4-c400-c500-indus	https://evacaravan.com/cdn/shop/files/bolsa-cassette-para-thetford-c2-c3-c4-c400-c500-indus-con-deposito.jpg?v=1774356840		BE		08710315995756	10290694390102	Thetford												0
"Shurflo Automatic Water Pump 12V 7 l/min, 20 Psi"	914510	83.12 EUR	nuevo	en stock	online	ES	en		https://evacaravan.com/en-eu/cart/add?id=48995880370518&quantity=1	negro		The Shurflo 12V 7L 20PSI pump ensures a stable water flow in caravans and campers. Install it and enjoy a reliable and quiet water supply!	Solid		https://evacaravan.com/en-eu/products/shurflo-12v-water-pump-7-l-20-psi	https://evacaravan.com/cdn/shop/files/shurflo-bomba-agua-12v-7l-min-20psi-autocaravanas.jpg?v=1764591805		ES		03613750003244	9223618036054	Pentair												0
Fiamma TurboVent Cristal | Claraboya con Termostato	shopify_ES_7518124802210_42207517311138	251.71 EUR	nuevo		En tienda	ES	es								https://evacaravan.com/products/claraboya-fiamma-turbovent-cristal-con-termostato?variant=42207517311138&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic					8004815423131														0
Cubierta de Protección AL-KO AKS 1300 / 3004 / 3504	shopify_ES_9223533298006_48995573367126	29.90 EUR		agotado	online	ES	es	8227			23.79 EUR	"Protege tu acoplamiento AKS 1300, 3004 o 3504 con la cubierta AL-KO original. Resistente, fácil de usar y perfecta para cualquier clima."			https://evacaravan.com/products/al-ko-funda-cubierta-aks?variant=48995573367126&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	https://cdn.shopify.com/s/files/1/0611/9063/5682/files/funda-protectora-al-ko-aks-acoplamiento-antibalanceo.jpg?v=1774966023	https://cdn.shopify.com/s/files/1/0611/9063/5682/files/colocacion-funda-al-ko-aks-acoplamiento.jpg?v=1774966060,https://cdn.shopify.com/s/files/1/0611/9063/5682/files/detalle-funda-al-ko-aks-velcro-ojales-metal.jpg?v=1774966085,https://cdn.shopify.com/s/files/1/0611/9063/5682/files/detalle-ojal-metal-funda-al-ko-aks.jpg?v=1774966109		sí	4251302427811		AL-KO	gid://shopify/ProductVariant/48995573367126	third party shopify:third party syncing		0 kg				0		15938541		0
Victron Energy Phoenix Wechselrichter 12V 1200W	318092547161716203	269.50 EUR	nuevo	en stock	online	AT	de		https://evacaravan.com/de-at/cart/add?id=48995401236822&quantity=1			"Victron Energy Phoenix 12V 1200W: Reiner Sinus-Wechselrichter für Wohnmobile, Boote und Solaranlagen. Hohe Effizienz und umfassender Schutz."			https://evacaravan.com/de-at/products/victron-energy-phoenix-wechselrichter-12v-1200w	https://evacaravan.com/cdn/shop/files/phoenix-inverter-12v-1200w-producto-frontal.jpg?v=1764764684		AT		08719076054924	9223480082774	Victron Energy												0
Victron VE.Bus Smart Mochila Bluetooth para inversores	shopify_ES_10061411189078_52196966302038	96.94 EUR	nuevo		En tienda	ES	es								https://evacaravan.com/products/victron-energy-ve-bus-smart-mochila?variant=52196966302038&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic					8719076035558														0
Fiamma Fresh Water Tank 70 litres	12664995736667319814	115.49 EUR	nuevo	en stock	online	ES	fr		https://evacaravan.com/fr/cart/add?id=51722325492054&quantity=1			Fiamma Fresh Water Tank 70 litres : réservoir d'eau résistant et facile à installer pour caravanes et camping-cars.			https://evacaravan.com/fr/products/fiamma-fresh-water-tank-70-litros?_fid=aebb70633&_pos=31&_ss=c	https://evacaravan.com/cdn/shop/files/fiamma-fresh-water-tank-70-litros-deposito-agua-autocaravana.jpg?v=1764172638	https://evacaravan.com/cdn/shop/files/fiamma-fresh-water-tank-70-litros-deposito-agua-autocaravana_1200x1200.jpg?v=1764172638	ES		08004815411565	9927308476758	Fiamma												0
Thetford Aqua KEM Blue - 6 Unités (90 sachets WC chimiques)	9772020729709052705	83.45 EUR	nuevo	en stock	online	ES	fr		https://evacaravan.com/fr/cart/add?id=48582444286294&quantity=1	azul		"Thetford Aqua Kem Blue 90 sachets est l'additif le plus utilisé au monde pour l'entretien des WC chimiques. De plus, ils permettent de maintenir le réservoir propre et sans mauvaises odeurs pendant plusieurs jours. C'est pourquoi c'est idéal pour les caravanes, les camping-cars, les campers et les bateaux. Son format e"	Solid		https://evacaravan.com/fr/collections/productos-thetford/products/thetford-aqua-kem-blue-90-bolsas	https://evacaravan.com/cdn/shop/files/thetford-aqua-kem-blue-pack-90-bolsas-wc-quimico.jpg?v=1764592723		ES		08710315030686	9082425540950	Thetford												0
Victron Energy 800VA 12V: Inversor de Onda Sinusoidal	shopify_ES_9933642891606_51748639572310	229.86 EUR	nuevo		En tienda	ES	es								https://evacaravan.com/products/victron-energy-800va-12-voltios-230v-ca-inversor-de-onda-sinusoidal-pura-schuko?variant=51748639572310&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic																			0
Pomo Cerradura Thule con Llave (2 uds) para Portabicicletas	shopify_ES_9224645804374_49001113846102	42.30 EUR	nuevo		En tienda	ES	es								https://evacaravan.com/products/thule-kit-2-pomos?variant=49001113846102&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic					7313020502021														0
Truma LevelControl Digital Gas Level Indicator via App/SMS	15939261	180.98 EUR	nuevo	en stock	online	ES	en		https://evacaravan.com/en-eu/cart/add?id=49002041934166&quantity=1			The Truma LevelControl accurately measures gas levels and sends the data to your mobile phone via app or SMS. Convenient and safe control in motorhomes and campervans.			https://evacaravan.com/en-eu/products/truma-levelcontrol-digital-gas-level-indicator-app-sms	https://evacaravan.com/cdn/shop/files/truma-levelcontrol-detalle-indicador-digital.jpg?v=1764686492		ES		04052816032818	9225007104342	Truma												0
